PLANTID,ATTID,VALUE
CCNPLT0199,CCNATT0004,Nắng tán xạ / Nơi râm mát
CCNPLT0199,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0200,CCNATT0000,Anthurium andreanum
CCNPLT0200,CCNATT0001,Cây hồng môn
CCNPLT0200,CCNATT0002,Chiều cao 30 – 40 cm
CCNPLT0200,CCNATT0003,Dễ chăm sóc
CCNPLT0200,CCNATT0004,Nắng tán xạ / Chịu râm mát
CCNPLT0200,CCNATT0005,Tưới nước 2 – 3 lần/lần
CCNPLT0201,CCNATT0000,Zamioculcas Zamiifolia
CCNPLT0201,CCNATT0001,Cây kim tiền / Kim phát tài
CCNPLT0201,CCNATT0002,"• Kích thước chậu: 40×57 cm (DxC)
• Chiều cao tổng: 100 ~ 110 cm
• Đường kính tán: 60 ~ 70 cm"
CCNPLT0201,CCNATT0003,Dễ chăm sóc
CCNPLT0201,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0201,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0202,CCNATT0000,Epipremnum aureum
CCNPLT0202,CCNATT0001,Trầu bà xanh
CCNPLT0202,CCNATT0002,"Kích thước chậu: 40×57 cm (DxC)
Chiều cao tổng: 160 – 170 cm"
CCNPLT0202,CCNATT0003,Dễ chăm sóc
CCNPLT0202,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0202,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0203,CCNATT0000,Bucida buceras Variegated
CCNPLT0203,CCNATT0001,Bàng Đài Loan cẩm thạch
CCNPLT0203,CCNATT0002,Chiều cao 80 – 100 cm
CCNPLT0203,CCNATT0003,Dễ chăm sóc
CCNPLT0203,CCNATT0004,Nắng tán xạ / Nắng trực tiếp
CCNPLT0203,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0204,CCNATT0000,Philodendron billietiae
CCNPLT0204,CCNATT0001,Cây hồng hạc chân cam
CCNPLT0204,CCNATT0002,"Kích thước chậu: 32×25 cm (DxC)
Kích thước lá: 45 ~ 50 cm"
CCNPLT0204,CCNATT0003,Dễ chăm sóc
CCNPLT0204,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0204,CCNATT0005,"Ít nước, 2 – 3 lần/tuần"
CCNPLT0205,CCNATT0000,Sansevieria ‘hahnii’ Black Gold
CCNPLT0205,CCNATT0001,Cây lưỡi hổ Thái xanh
CCNPLT0205,CCNATT0002,Chiều cao: 10 – 15 cm
CCNPLT0205,CCNATT0003,Dễ chăm sóc
CCNPLT0205,CCNATT0004,Ánh sáng tán xạ / Chịu được thiếu sáng
CCNPLT0205,CCNATT0005,Thay nước 2 – 3 lần/tháng
CCNPLT0206,CCNATT0000,Sansevieria ‘superba’ Black Gold
CCNPLT0206,CCNATT0001,Cây lưỡi hổ Thái xanh
CCNPLT0206,CCNATT0002,Chiều cao: 25 – 30 cm
CCNPLT0206,CCNATT0003,Dễ chăm sóc
CCNPLT0206,CCNATT0004,Ánh sáng tán xạ / Chịu được thiếu sáng
CCNPLT0206,CCNATT0005,Tưới nước 1 lần/tuần
CCNPLT0207,CCNATT0000,Rosmarinus officinalis
CCNPLT0207,CCNATT0001,Cây hương thảo
CCNPLT0207,CCNATT0002,Chiều cao 40 – 45 cm
CCNPLT0207,CCNATT0003,Trung bình
CCNPLT0207,CCNATT0004,Nắng trực tiếp
CCNPLT0207,CCNATT0005,Tưới nước hằng ngày
CCNPLT0208,CCNATT0000,Podocarpus macrophyllus
CCNPLT0208,CCNATT0001,Cây tùng bồng lai
CCNPLT0208,CCNATT0002,Chiều cao 20 – 25 cm
CCNPLT0208,CCNATT0003,Trung bình
CCNPLT0208,CCNATT0004,Nắng trực tiếp / nắng tán xạ
CCNPLT0208,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0209,CCNATT0000,Nageia fleuryi
CCNPLT0209,CCNATT0001,Cây kim giao
CCNPLT0209,CCNATT0002,Chiều cao 40 – 50 cm
CCNPLT0209,CCNATT0003,Dễ chăm sóc
CCNPLT0209,CCNATT0004,Nắng tán xạ / Chịu được nắng trực tiếp
CCNPLT0209,CCNATT0005,Tưới nước 2 – 3 lần/ngày
CCNPLT0210,CCNATT0000,Alocasia zebrina Sarian
CCNPLT0210,CCNATT0001,Cây ráy ngựa vằn
CCNPLT0210,CCNATT0002,Chiều cao 60 – 70 cm
CCNPLT0210,CCNATT0003,Dễ chăm sóc
CCNPLT0210,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0210,CCNATT0005,Tưới nước 4 – 5 lần/ngày
CCNPLT0211,CCNATT0000,Scheffera Octophylla
CCNPLT0211,CCNATT0001,Ngũ gia bì
CCNPLT0211,CCNATT0002,Chiều cao 30 ~ 40 cm
CCNPLT0211,CCNATT0003,Dễ chăm sóc
CCNPLT0211,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0211,CCNATT0005,"Ít nước, 2 – 3 lần/tuần"
CCNPLT0212,CCNATT0000,Monstera Borsigiana
CCNPLT0212,CCNATT0001,Trầu bà Nam Mỹ
CCNPLT0212,CCNATT0002,"Kích thước chậu: 30x40cm (DxC)
Chiều cao tổng: 60 – 70 cm"
CCNPLT0212,CCNATT0003,Dễ chăm sóc
CCNPLT0212,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0212,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0213,CCNATT0000,Radermachera Sinica
CCNPLT0213,CCNATT0001,Cây hạnh phúc
CCNPLT0213,CCNATT0002,"Kích thước chậu: 35x42cm (DxC)
Chiều cao tổng: 160 – 170 cm"
CCNPLT0213,CCNATT0003,Dễ chăm sóc
CCNPLT0213,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0213,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0214,CCNATT0000,Anthurium andreanum Pink
CCNPLT0214,CCNATT0001,Cây hồng môn
CCNPLT0214,CCNATT0002,Chiều cao 30 – 40 cm
CCNPLT0214,CCNATT0003,Dễ chăm sóc
CCNPLT0214,CCNATT0004,Nắng tán xạ / Chịu râm mát
CCNPLT0214,CCNATT0005,Tưới nước 2 – 3 lần/lần
CCNPLT0215,CCNATT0000,Yucca silver
CCNPLT0215,CCNATT0001,Cây dứa diệp tiễn / Thùa bạc
CCNPLT0215,CCNATT0002,"• Kích thước tán: 35 – 40cm
• Chiều cao: 35 – 40cm"
CCNPLT0215,CCNATT0003,Dễ chăm sóc
CCNPLT0215,CCNATT0004,Nắng tán xạ / Nơi râm mát
CCNPLT0215,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0216,CCNATT0000,Dieffenbachia seguine Mars
CCNPLT0216,CCNATT0001,Cây sao sáng
CCNPLT0216,CCNATT0002,"• Kích thước tán: 35 – 40cm
• Chiều cao: 35 – 40cm"
CCNPLT0216,CCNATT0003,Dễ chăm sóc
CCNPLT0216,CCNATT0004,Nắng tán xạ / Nơi râm mát
CCNPLT0216,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0217,CCNATT0000,Aglaonema ‘Pink Lady’
CCNPLT0217,CCNATT0001,Cây hồng phát lộc
CCNPLT0217,CCNATT0002,"• Kích thước tán: 35 – 40cm
• Chiều cao: 35 – 40cm"
CCNPLT0217,CCNATT0003,Dễ chăm sóc
CCNPLT0217,CCNATT0004,Nắng tán xạ / Nơi râm mát
CCNPLT0217,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0218,CCNATT0000,Aglaonema ‘Pink Lady’
CCNPLT0218,CCNATT0001,Cây hồng phát lộc
CCNPLT0218,CCNATT0002,"• Kích thước tán: 35 – 40cm
• Chiều cao: 35 – 40cm"
CCNPLT0218,CCNATT0003,Dễ chăm sóc
CCNPLT0218,CCNATT0004,Nắng tán xạ / Nơi râm mát
CCNPLT0218,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0219,CCNATT0000,Ficus Triangularis Variegata
CCNPLT0219,CCNATT0001,Đa tam phúc
CCNPLT0219,CCNATT0002,"• Kích thước tán: 35 – 40cm
• Chiều cao: 35 – 40cm"
CCNPLT0219,CCNATT0003,Dê chăm sóc
CCNPLT0219,CCNATT0004,Nắng tán xạ / Nơi râm mát
CCNPLT0219,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0220,CCNATT0000,Aglaonema ‘Red Stardust’
CCNPLT0220,CCNATT0001,Cây như ý
CCNPLT0220,CCNATT0002,"• Kích thước tán: 35 – 40cm
• Chiều cao: 35 – 40cm"
CCNPLT0220,CCNATT0003,Dê chăm sóc
CCNPLT0220,CCNATT0004,Nắng tán xạ / Nơi râm mát
CCNPLT0220,CCNATT0005,Thay nước 2 – 3 lần/tháng
CCNPLT0221,CCNATT0000,Aglaonema ‘Pink Legacy’
CCNPLT0221,CCNATT0001,Cây cung điện vàng
CCNPLT0221,CCNATT0002,"• Kích thước tán: 35 – 40cm
• Chiều cao: 35 – 40cm"
CCNPLT0221,CCNATT0003,Dê chăm sóc
CCNPLT0221,CCNATT0004,Nắng tán xạ / Nơi râm mát
CCNPLT0221,CCNATT0005,Thay nước 2 – 3 lần/tháng
CCNPLT0222,CCNATT0000,Aglaonema ‘Red Star’
CCNPLT0222,CCNATT0001,Cây hồng phát lộc
CCNPLT0222,CCNATT0002,"• Kích thước tán: 10 – 15 cm
• Chiều cao tổng: 30 – 35 cm"
CCNPLT0222,CCNATT0003,Trung bình
CCNPLT0222,CCNATT0004,Nắng tán xạ / Nơi râm mát
CCNPLT0222,CCNATT0005,Thay nước 2 – 3 lần/tháng
CCNPLT0223,CCNATT0000,Aglaonema ‘Red Anjamani’
CCNPLT0223,CCNATT0001,Cây hồng phát lộc
CCNPLT0223,CCNATT0002,"• Kích thước tán: 35 – 40cm
• Chiều cao: 35 – 40cm"
CCNPLT0223,CCNATT0003,Dễ chăm sóc
CCNPLT0223,CCNATT0004,Nắng tán xạ / Nơi râm mát
CCNPLT0223,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0224,CCNATT0000,Aglaonema ‘Pink Lady’
CCNPLT0224,CCNATT0001,Cây hồng phát lộc
CCNPLT0224,CCNATT0002,"• Kích thước tán: 35 – 40cm
• Chiều cao: 35 – 40cm"
CCNPLT0224,CCNATT0003,Dễ chăm sóc
CCNPLT0224,CCNATT0004,Nắng tán xạ / Nơi râm mát
CCNPLT0224,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0225,CCNATT0000,Aglaonema ‘Pink Butterfly’
CCNPLT0225,CCNATT0001,Cây thịnh vượng
CCNPLT0225,CCNATT0002,"• Kích thước tán: 35 – 40cm
• Chiều cao: 35 – 40cm"
CCNPLT0225,CCNATT0003,Dễ chăm sóc
CCNPLT0225,CCNATT0004,Nắng tán xạ / Nơi râm mát
CCNPLT0225,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0226,CCNATT0000,Aglaonema ‘Red Panama
CCNPLT0226,CCNATT0001,Cây hồng ngân
CCNPLT0226,CCNATT0002,"• Kích thước tán: 35 – 40cm
• Chiều cao: 35 – 40cm"
CCNPLT0226,CCNATT0003,Dễ chăm sóc
CCNPLT0226,CCNATT0004,Nắng tán xạ / Nơi râm mát
CCNPLT0226,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0227,CCNATT0000,Aglaonema ‘Ivy Green’
CCNPLT0227,CCNATT0001,Cây tiểu bạch mã hoàng tử
CCNPLT0227,CCNATT0002,"• Kích thước tán: 40 – 50cm
• Chiều cao: 30 – 35 cm"
CCNPLT0227,CCNATT0003,Dễ chăm sóc
CCNPLT0227,CCNATT0004,Nắng tán xạ / Nơi râm mát
CCNPLT0227,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0228,CCNATT0000,Dieffenbachia ‘Tropic Marianne’
CCNPLT0228,CCNATT0001,Cây thiên hoàng
CCNPLT0228,CCNATT0002,"• Kích thước tán: 35 – 40cm
• Chiều cao: 35 – 40cm"
CCNPLT0228,CCNATT0003,Dễ chăm sóc
CCNPLT0228,CCNATT0004,Nắng tán xạ / Nơi râm mát
CCNPLT0228,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0229,CCNATT0000,Aglaonema ‘Ivy Green’
CCNPLT0229,CCNATT0001,Cây tiểu bạch mã hoàng tử
CCNPLT0229,CCNATT0002,"• Kích thước tán: 20 – 25cm
• Chiều cao: 30 – 35 cm"
CCNPLT0229,CCNATT0003,Dễ chăm sóc
CCNPLT0229,CCNATT0004,Nắng tán xạ / Nơi râm mát
CCNPLT0229,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0230,CCNATT0000,Ficus Elastica Tineke
CCNPLT0230,CCNATT0001,Đa búp đỏ cẩm thạch
CCNPLT0230,CCNATT0002,Chiều cao 30 – 40cm
CCNPLT0230,CCNATT0003,Rất dễ chăm sóc
CCNPLT0230,CCNATT0004,Ánh sáng tán xạ
CCNPLT0230,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0231,CCNATT0000,Codiaeum variegatum
CCNPLT0231,CCNATT0001,Cây cô tòng đuôi lươn
CCNPLT0231,CCNATT0002,"• Kích thước tán: 30 – 40cm
• Chiều cao: 40 – 50 cm"
CCNPLT0231,CCNATT0003,Dễ chăm sóc
CCNPLT0231,CCNATT0004,Nắng trực tiếp / Nắng tán xạ
CCNPLT0231,CCNATT0005,"• Ngoài trời: Tưới nước hằng ngày
• Trong nhà: 3 – 4 lần/tuần"
CCNPLT0232,CCNATT0000,Codiaeum variegatum ‘Petra’
CCNPLT0232,CCNATT0001,Cây cô tòng lá mít
CCNPLT0232,CCNATT0002,"• Kích thước tán: 30cm
• Chiều cao: 30 – 40 cm"
CCNPLT0232,CCNATT0003,Dễ chăm sóc
CCNPLT0232,CCNATT0004,Nắng trực tiếp / Nắng tán xạ
CCNPLT0232,CCNATT0005,"• Ngoài trời: Tưới nước hằng ngày
• Trong nhà: 3 – 4 lần/tuần"
CCNPLT0233,CCNATT0000,Aglaonema ‘Suksom’
CCNPLT0233,CCNATT0001,Cây vạn lộc đỏ
CCNPLT0233,CCNATT0002,Chiều cao: 30 – 40 cm
CCNPLT0233,CCNATT0003,Dễ chăm sóc
CCNPLT0233,CCNATT0004,Nắng tán xạ / Bóng râm
CCNPLT0233,CCNATT0005,Tưới nước 3 – 4 lần/tuần
CCNPLT0234,CCNATT0000,Aglaonema Super White
CCNPLT0234,CCNATT0001,Cây ngọc bích
CCNPLT0234,CCNATT0002,Chiều cao: 20 – 30cm
CCNPLT0234,CCNATT0003,Dễ chăm sóc
CCNPLT0234,CCNATT0004,Ánh sáng tán xạ; Tránh ánh nắng trực tiếp
CCNPLT0234,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0235,CCNATT0000,Scheffera Octophylla
CCNPLT0235,CCNATT0001,Ngũ gia bì cẩm thạch
CCNPLT0235,CCNATT0002,Chiều cao 20 – 30 cm
CCNPLT0235,CCNATT0003,Dễ chăm sóc
CCNPLT0235,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0235,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0236,CCNATT0000,Radermachera Sinica
CCNPLT0236,CCNATT0001,Cây hạnh phúc
CCNPLT0236,CCNATT0002,Chiều cao: 60 – 80 cm
CCNPLT0236,CCNATT0003,Dễ chăm sóc
CCNPLT0236,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0236,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0237,CCNATT0000,Aglaonema red ‘Sumatra’
CCNPLT0237,CCNATT0001,Cây bao thanh thiên
CCNPLT0237,CCNATT0002,Chiều cao: 30 – 40 cm
CCNPLT0237,CCNATT0003,Rất dễ chăm sóc
CCNPLT0237,CCNATT0004,Nắng tán xạ / Bóng râm
CCNPLT0237,CCNATT0005,Tưới nước 3 – 4 lần/tuần
CCNPLT0238,CCNATT0000,Philodendron Brazil Carnival
CCNPLT0238,CCNATT0001,Trầu bà Brazil
CCNPLT0238,CCNATT0002,"Chiều cao: 60 – 70 cm
Kích thước tán: 50 – 60 cm"
CCNPLT0238,CCNATT0003,Rất dễ chăm sóc
CCNPLT0238,CCNATT0004,Nắng tán xạ / Bóng râm
CCNPLT0238,CCNATT0005,Tưới nước 3 – 4 lần/tuần
CCNPLT0239,CCNATT0000,Philodendron burle marx var
CCNPLT0239,CCNATT0001,Trầu bà tỷ phú cẩm thạch
CCNPLT0239,CCNATT0002,"Chiều cao: 60 – 70 cm
Kích thước tán: 50 – 60 cm"
CCNPLT0239,CCNATT0003,Rất dễ chăm sóc
CCNPLT0239,CCNATT0004,Nắng tán xạ / Bóng râm
CCNPLT0239,CCNATT0005,Tưới nước 3 – 4 lần/tuần
CCNPLT0240,CCNATT0000,Aglaonema Morodoklok
CCNPLT0240,CCNATT0001,Cây sao sáng lá đậm
CCNPLT0240,CCNATT0002,"Chiều cao: 30 – 40 cm
Kích thước tán: 40 – 60 cm"
CCNPLT0240,CCNATT0003,Rất dễ chăm sóc
CCNPLT0240,CCNATT0004,Nắng tán xạ / Bóng râm
CCNPLT0240,CCNATT0005,Tưới nước 3 – 4 lần/tuần
CCNPLT0241,CCNATT0000,Chlorophytum orchidastrum
CCNPLT0241,CCNATT0001,Cây phượng hoàng lửa / Lục thảo lan
CCNPLT0241,CCNATT0002,Chiều cao 30 – 40 cm
CCNPLT0241,CCNATT0003,Rất dễ chăm sóc
CCNPLT0241,CCNATT0004,Nắng tán xạ / Bóng râm
CCNPLT0241,CCNATT0005,Tưới nước 3 – 4 lần/tuần
CCNPLT0242,CCNATT0000,Philodendron Birkin
CCNPLT0242,CCNATT0001,Trầu bà đế vương kim cương
CCNPLT0242,CCNATT0002,Chiều cao 20 – 25 cm
CCNPLT0242,CCNATT0003,Dễ chăm sóc
CCNPLT0242,CCNATT0004,Nắng tán xạ
CCNPLT0242,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0243,CCNATT0000,Philodendron Imperial ‘Rojo Congo’
CCNPLT0243,CCNATT0001,Cây trầu bà đế vương vàng
CCNPLT0243,CCNATT0002,"• Kích thước tán: 15 – 20cm
• Chiều cao: 15 – 20cm"
CCNPLT0243,CCNATT0003,Dễ chăm sóc
CCNPLT0243,CCNATT0004,Nắng tán xạ / Bóng râm
CCNPLT0243,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0244,CCNATT0000,Philodendron Imperial Green
CCNPLT0244,CCNATT0001,Cây trầu bà đế vương vàng
CCNPLT0244,CCNATT0002,"• Kích thước tán: 15 – 20cm
• Chiều cao: 15 – 20cm"
CCNPLT0244,CCNATT0003,Dễ chăm sóc
CCNPLT0244,CCNATT0004,Nắng tán xạ / Bóng râm
CCNPLT0244,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0245,CCNATT0000,Philodendron Imperial Golden
CCNPLT0245,CCNATT0001,Cây trầu bà đế vương vàng
CCNPLT0245,CCNATT0002,"• Kích thước tán: 15 – 20cm
• Chiều cao: 15 – 20cm"
CCNPLT0245,CCNATT0003,Dễ chăm sóc
CCNPLT0245,CCNATT0004,Nắng tán xạ / Bóng râm
CCNPLT0245,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0246,CCNATT0000,Philodendron Imperial Red
CCNPLT0246,CCNATT0001,Cây trầu bà đế vương đỏ
CCNPLT0246,CCNATT0002,"• Kích thước tán: 30 – 35 cm
• Chiều cao: 10 ~ 15 cm"
CCNPLT0246,CCNATT0003,Dễ chăm sóc
CCNPLT0246,CCNATT0004,Nắng tán xạ / Bóng râm
CCNPLT0246,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0247,CCNATT0000,Asplenium antiquum ‘Osaka’
CCNPLT0247,CCNATT0001,Cây dương xỉ tổ chim Nhật Bản
CCNPLT0247,CCNATT0002,"• Chiều cao 10 – 15 cm
• Đường kính tán 20 – 30cm"
CCNPLT0247,CCNATT0003,Rất dễ chăm sóc
CCNPLT0247,CCNATT0004,Nắng tán xạ / Bóng râm
CCNPLT0247,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0248,CCNATT0000,Calathea Musaica
CCNPLT0248,CCNATT0001,Cây đuôi công ‘Network’
CCNPLT0248,CCNATT0003,Dễ chăm sóc
CCNPLT0248,CCNATT0004,Nắng tán xạ / Nơi râm mát
CCNPLT0248,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0248,CCNATT0006,Chiều cao 10 – 15 cm
CCNPLT0249,CCNATT0000,Calathea Orbifolia
CCNPLT0249,CCNATT0001,Cây đuôi công táo xanh
CCNPLT0249,CCNATT0003,Dễ chăm sóc
CCNPLT0249,CCNATT0004,Ít sáng / Bóng râm / Tán xạ
CCNPLT0249,CCNATT0005,Thay nước 2 – 3  lần/tháng
CCNPLT0249,CCNATT0006,"Chiều cao: 20 ~ 25 cm
Tán rộng 20 ~ 30 cm"
CCNPLT0250,CCNATT0000,Ficus lyrata
CCNPLT0250,CCNATT0001,Cây bàng Singapore
CCNPLT0250,CCNATT0002,Chiều cao 50 – 60 cm
CCNPLT0250,CCNATT0003,Dễ chăm sóc
CCNPLT0250,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0250,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0251,CCNATT0000,Ficus lyrata
CCNPLT0251,CCNATT0001,Cây bàng Singapore
CCNPLT0251,CCNATT0002,Chiều cao 20 ~ 30 cm
CCNPLT0251,CCNATT0003,Dễ chăm sóc
CCNPLT0251,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0251,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0252,CCNATT0000,Radermachera Sinica
CCNPLT0252,CCNATT0001,Cây hạnh phúc
CCNPLT0252,CCNATT0002,"• Kích thước chậu: 28x42cm (DxC)
• Chiều cao tổng: 90 – 100 cm"
CCNPLT0252,CCNATT0003,Dễ chăm sóc
CCNPLT0252,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0252,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0253,CCNATT0000,Zamioculcas Zamiifolia
CCNPLT0253,CCNATT0001,Cây kim tiền / Kim phát tài
CCNPLT0253,CCNATT0002,Chiều cao tổng: 20~30 cm
CCNPLT0253,CCNATT0003,Dễ chăm sóc
CCNPLT0253,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0253,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0254,CCNATT0000,Ficus Elastica Tineke
CCNPLT0254,CCNATT0001,Đa búp đỏ cẩm thạch
CCNPLT0254,CCNATT0002,Chiều cao 10 – 15cm
CCNPLT0254,CCNATT0003,Rất dễ chăm sóc
CCNPLT0254,CCNATT0004,Ánh sáng tán xạ
CCNPLT0254,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0255,CCNATT0000,Radermachera Sinica
CCNPLT0255,CCNATT0001,Cây hạnh phúc
CCNPLT0255,CCNATT0002,"• Kích thước chậu: 33x45cm (DxC)
• Chiều cao tổng: 150 – 160 cm"
CCNPLT0255,CCNATT0003,Dễ chăm sóc
CCNPLT0255,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0255,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0256,CCNATT0000,Thaumatophyllum bipinnatifidum
CCNPLT0256,CCNATT0001,Cây trầu bà thanh xuân / Cây trầu bà tay Phật
CCNPLT0256,CCNATT0002,"Kích thước chậu: 35×42 cm (DxC)
Chiều cao tổng 150 – 160cm"
CCNPLT0256,CCNATT0003,Dễ chăm sóc
CCNPLT0256,CCNATT0004,Nắng tán xạ / Bóng râm
CCNPLT0256,CCNATT0005,"Ít tưới nước, 2 – 3 lần/tuần"
CCNPLT0257,CCNATT0000,Dracaena reflexa
CCNPLT0257,CCNATT0001,Trúc bách hợp
CCNPLT0257,CCNATT0002,"Kích thước chậu: 33×45 cm
Chiều cao tổng: 100 – 130 cm"
CCNPLT0257,CCNATT0003,Dễ chăm sóc
CCNPLT0257,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0257,CCNATT0005,"Ít nước, 2 – 3 lần/tuần"
CCNPLT0258,CCNATT0000,Radermachera Sinica
CCNPLT0258,CCNATT0001,Cây hạnh phúc
CCNPLT0258,CCNATT0002,Chiều cao 120 – 140 cm
CCNPLT0258,CCNATT0003,Dễ chăm sóc
CCNPLT0258,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0258,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0259,CCNATT0000,Radermachera Sinica
CCNPLT0259,CCNATT0001,Cây hạnh phúc
CCNPLT0259,CCNATT0002,Chiều cao 120 – 140 cm
CCNPLT0259,CCNATT0003,Dễ chăm sóc
CCNPLT0259,CCNATT0004,"Nắng tán xạ, chịu được nắng trực tiếp"
CCNPLT0259,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0260,CCNATT0000,Epipremnum Aureum ‘Njoy Pothos’
CCNPLT0260,CCNATT0001,Cây trầu bà cẩm thạch / Trầu bà sữa
CCNPLT0260,CCNATT0002,Chiều dài 40 – 50 cm
CCNPLT0260,CCNATT0003,Dễ chăm sóc
CCNPLT0260,CCNATT0004,Ánh sáng tán xạ; Chịu được khuất sáng
CCNPLT0260,CCNATT0005,Tưới nước 2 – 3  lần/tuần
CCNPLT0261,CCNATT0000,Dieffenbachia tiki
CCNPLT0261,CCNATT0001,Cây tuyết trắng
CCNPLT0261,CCNATT0002,Chiều cao 40cm
CCNPLT0261,CCNATT0003,Dễ chăm sóc
CCNPLT0261,CCNATT0004,Ánh sáng tán xạ; Chịu được khuất sáng
CCNPLT0261,CCNATT0005,Tưới nước 2 – 3  lần/tuần
CCNPLT0262,CCNATT0000,Philodendron Imperial Green
CCNPLT0262,CCNATT0001,Cây trầu bà đế vương xanh
CCNPLT0262,CCNATT0002,"Kích thước chậu: 35×40 cm (DxC)
Chiều cao tổng 80 ~ 90 cm"
CCNPLT0262,CCNATT0003,Dễ chăm sóc
CCNPLT0262,CCNATT0004,Nắng tán xạ / Bóng râm
CCNPLT0262,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0263,CCNATT0000,Philodendron Imperial Golden
CCNPLT0263,CCNATT0001,Cây trầu bà đế vương vàng
CCNPLT0263,CCNATT0002,"• Kích thước chậu: 22×24 (DxC)
• Chiều cao tổng: 40 – 45cm"
CCNPLT0263,CCNATT0003,Dễ chăm sóc
CCNPLT0263,CCNATT0004,Nắng tán xạ / Bóng râm
CCNPLT0263,CCNATT0005,Tưới nước 2 – 3 lần/tuần
CCNPLT0264,CCNATT0000,Calathea Roseopicta ‘Marion’
CCNPLT0264,CCNATT0001,Cây đuôi công
CCNPLT0264,CCNATT0003,Vừa phải
CCNPLT0264,CCNATT0004,Nắng tán xạ / Chịu râm mát
CCNPLT0264,CCNATT0005,Tưới nước 4 – 5 lần/tuần
CCNPLT0264,CCNATT0006,"Kích thước chậu:
Chiều cao tổng: 40 -–50 cm"
CCNPLT0265,CCNATT0000,Zamioculcas Zamiifolia
CCNPLT0265,CCNATT0001,Cây kim tiền / Kim phát tài
CCNPLT0265,CCNATT0002,"Kích thước châu: 15×16 cm
Chiều cao tổng: 40~50 cm"
